"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
15043,12/31/2013 0:00:00,7774,"MOUNT ST. MARY'S HOSPITAL",3166,11/15/2012 0:00:00,1500,"New York State Credit Union Foundation","","Not Collected"
15066,12/31/2013 0:00:00,7789,"LAMAR",3366,3/1/2013 0:00:00,2000,"Association of Credit Union Leagues","","Not Collected"
15129,12/31/2013 0:00:00,7825,"EPIPHANY",3294,12/9/2011 0:00:00,1254,"NCUA Technical Assistance Program","","Program Grant"
15175,12/31/2013 0:00:00,7852,"T M H",3124,8/15/2012 0:00:00,22500,"Other","NCUA OSCUI","Not Collected"
15175,12/31/2013 0:00:00,7852,"T M H",3456,9/24/2013 0:00:00,71136,"Community Development Financial Institutions Fund","","Program Grant"
15304,12/31/2013 0:00:00,7920,"GRACO",3591,10/15/2013 0:00:00,750,"Cuna","","Program Grant"
15304,12/31/2013 0:00:00,7920,"GRACO",3592,8/19/2013 0:00:00,1348,"Association of Credit Union Leagues","","Program Grant"
15375,12/31/2013 0:00:00,7970,"WOLF POINT",767,8/28/2008 0:00:00,593393,"Community Development Financial Institutions Fund",,"Not Collected"
15396,12/31/2013 0:00:00,7981,"RAFE",245,12/8/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
15516,12/31/2013 0:00:00,8056,"PERU",150,4/21/2009 0:00:00,799,"New York State Credit Union Foundation",,"Not Collected"
15516,12/31/2013 0:00:00,8056,"PERU",151,6/10/2009 0:00:00,399,"New York State Credit Union Foundation",,"Not Collected"
15516,12/31/2013 0:00:00,8056,"PERU",152,6/22/2009 0:00:00,1800,"New York State Credit Union Foundation",,"Not Collected"
15516,12/31/2013 0:00:00,8056,"PERU",153,5/21/2010 0:00:00,1500,"New York State Credit Union Foundation",,"Not Collected"
15516,12/31/2013 0:00:00,8056,"PERU",154,3/23/2011 0:00:00,1046,"New York State Credit Union Foundation",,"Not Collected"
15516,12/31/2013 0:00:00,8056,"PERU",2127,7/2/2012 0:00:00,1500,"New York State Credit Union Foundation","","Not Collected"
15516,12/31/2013 0:00:00,8056,"PERU",3230,3/5/2013 0:00:00,399,"New York State Credit Union Foundation","","Not Collected"
15516,12/31/2013 0:00:00,8056,"PERU",3231,2/8/2013 0:00:00,469,"New York State Credit Union Foundation","","Not Collected"
15516,12/31/2013 0:00:00,8056,"PERU",3374,9/26/2013 0:00:00,399,"New York State Credit Union Foundation","","Not Collected"
15523,12/31/2013 0:00:00,8059,"TONGASS",768,4/12/2010 0:00:00,2500,"NCUA Technical Assistance Program","","Pass Through"
15523,12/31/2013 0:00:00,8059,"TONGASS",1533,1/26/2012 0:00:00,900,"NCUA Technical Assistance Program","","Program Grant"
15523,12/31/2013 0:00:00,8059,"TONGASS",2217,8/15/2012 0:00:00,8920,"NCUA Technical Assistance Program","","Program Grant"
15551,12/31/2013 0:00:00,8077,"J D M H",3271,4/17/2013 0:00:00,959,"Other","Pa Credit Union","Not Collected"
15589,12/31/2013 0:00:00,8097,"CADDO PARISH TEACHERS",3286,9/20/2012 0:00:00,100000,"Community Development Financial Institutions Fund","","Not Collected"
15619,12/31/2013 0:00:00,8113,"ACADIA",155,1/17/2012 0:00:00,12000,"National Credit Union Foundation",,"Not Collected"
15632,12/31/2013 0:00:00,8123,"TELBEC",3466,8/27/2013 0:00:00,1250,"National Credit Union Foundation","","Program Grant"
15757,12/31/2013 0:00:00,8195,"MT ZION INDIANAPOLIS",253,1/1/2010 0:00:00,3629,"NCUA Technical Assistance Program",,"Not Collected"
15757,12/31/2013 0:00:00,8195,"MT ZION INDIANAPOLIS",254,8/1/2010 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
15757,12/31/2013 0:00:00,8195,"MT ZION INDIANAPOLIS",255,9/30/2011 0:00:00,3000,"Community Development Financial Institutions Fund",,"Not Collected"
15757,12/31/2013 0:00:00,8195,"MT ZION INDIANAPOLIS",256,11/1/2011 0:00:00,7500,"Community Development Financial Institutions Fund",,"Not Collected"
15815,12/31/2013 0:00:00,8230,"SOUTHLAND",227,6/5/2011 0:00:00,1400,"Other","TCUF","Not Collected"
15847,12/31/2013 0:00:00,8247,"U-HAUL",608,9/15/2009 0:00:00,3900,"Association of Credit Union Leagues",,"Not Collected"
15848,12/31/2013 0:00:00,8248,"CBI",3570,11/21/2013 0:00:00,2000,"Other","Illinois Credit Union Foundation","Program Grant"
15964,12/31/2013 0:00:00,8315,"BIG SKY",609,6/20/2008 0:00:00,7000,"NCUA Technical Assistance Program",,"Not Collected"
15973,12/31/2013 0:00:00,8321,"EXPRESS-NEWS",231,8/15/2009 0:00:00,1700,"Other","Texas Credit Union League","Not Collected"
16126,12/31/2013 0:00:00,8412,"GARY MUNICIPAL EMPLOYEES",3227,3/7/2013 0:00:00,7500,"Other","NCUA - OSCUI","Not Collected"
16209,12/31/2013 0:00:00,8465,"LATROBE AREA HOSPITAL",3104,5/10/2012 0:00:00,2760,"Other","Pennsylvania Credit Union Assoc.","Not Collected"
16209,12/31/2013 0:00:00,8465,"LATROBE AREA HOSPITAL",3380,9/9/2013 0:00:00,3420,"Other","Pennsylvania Credit Union Foundation","Program Grant"
16209,12/31/2013 0:00:00,8465,"LATROBE AREA HOSPITAL",3572,12/23/2013 0:00:00,2500,"National Credit Union Foundation","","Program Grant"
16264,12/31/2013 0:00:00,8501,"DEVILS SLIDE",612,6/15/2011 0:00:00,4158,"Association of Credit Union Leagues",,"Not Collected"
16313,12/31/2013 0:00:00,8530,"COMPACTION AMERICA",239,4/23/2008 0:00:00,2500,"Association of Credit Union Leagues",,"Not Collected"
16313,12/31/2013 0:00:00,8530,"COMPACTION AMERICA",3128,8/15/2012 0:00:00,2500,"Other","OSCUI/LDQ","Not Collected"
16373,12/31/2013 0:00:00,8569,"WINDTHORST",3426,9/19/2013 0:00:00,1250,"Other","Cornerstone Credit Union Foundation","Pass Through"
16411,12/31/2013 0:00:00,8592,"DC",268,9/28/2010 0:00:00,1522000,"Community Development Financial Institutions Fund",,"Not Collected"
16429,12/31/2013 0:00:00,8604,"LOCAL 20 IBEW",3242,6/4/2013 0:00:00,1279,"Other","Texas Credit Union Foundation","Program Grant"
16449,12/31/2013 0:00:00,8615,"NORTHEAST MISSISSIPPI",804,6/18/2010 0:00:00,1920,"NCUA Technical Assistance Program",,"Not Collected"
16559,12/31/2013 0:00:00,8677,"HIGH PLAINS",3261,5/31/2013 0:00:00,3000,"Other","NCUA Office of Small Credit Union Initiatives","Not Collected"
16559,12/31/2013 0:00:00,8677,"HIGH PLAINS",3522,8/27/2013 0:00:00,23067,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
16672,12/31/2013 0:00:00,8741,"COBBLESTONE COUNTRY",172,7/19/2011 0:00:00,5000,"NCUA Technical Assistance Program","","Program Grant"
16700,12/31/2013 0:00:00,8755,"PARK  SIDE",615,1/15/2008 0:00:00,5348,"NCUA Technical Assistance Program",,"Not Collected"
16700,12/31/2013 0:00:00,8755,"PARK  SIDE",616,10/2/2009 0:00:00,15000,"NCUA Technical Assistance Program",,"Not Collected"
16813,12/31/2013 0:00:00,8818,"CAPROCK",243,3/27/2011 0:00:00,800,"Other","Texas Credit Union Foundation (Dick Einsweiller) Hispanic Outreach","Program Grant"
16813,12/31/2013 0:00:00,8818,"CAPROCK",1034,7/9/2012 0:00:00,500,"Other","Texas Credit Union Foundation","Program Grant"
16834,12/31/2013 0:00:00,8830,"TOWN OF PALM BEACH",3415,8/27/2013 0:00:00,3100,"Other","NCUA-OSCUI","Program Grant"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",769,2/22/2010 0:00:00,5000,"Other","WA CU League Foundation","Not Collected"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",770,8/19/2010 0:00:00,195345,"Community Development Financial Institutions Fund",,"Not Collected"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",771,1/16/2012 0:00:00,6500,"NCUA Technical Assistance Program",,"Not Collected"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",2360,8/15/2012 0:00:00,6920,"NCUA Technical Assistance Program","","Not Collected"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",2361,7/25/2012 0:00:00,5000,"Other","NWCUA","Not Collected"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",3501,10/7/2013 0:00:00,75000,"Other","Assets for Independence","Program Grant"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",3502,9/24/2013 0:00:00,495000,"Community Development Financial Institutions Fund","","Capital- unrestricted donation to equity"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",3630,11/1/2013 0:00:00,7500,"Other","IRS VITA","Program Grant"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",3631,10/7/2013 0:00:00,25000,"Other","SeaBrook Foundation","Program Grant"
16893,12/31/2013 0:00:00,8861,"NEWRIZONS",3632,10/7/2013 0:00:00,40000,"Other","BECU Foundation","Program Grant"
16979,12/31/2013 0:00:00,8907,"LOCAL 606 ELECTRICAL WORKERS",3378,8/27/2013 0:00:00,3290,"Other","OSCUI","Program Grant"
17023,12/31/2013 0:00:00,8931,"DISTRICT 123",244,9/30/2011 0:00:00,1500,"Other","Illinois Credit Union League","Not Collected"
17096,12/31/2013 0:00:00,8969,"GREENLEAF EMPLOYEE",336,1/1/2009 0:00:00,3000,"Association of Credit Union Leagues",,"Not Collected"
17168,12/31/2013 0:00:00,9013,"PLUMBERS & STEAMFITTERS LO 83",337,7/17/2009 0:00:00,1935,"NCUA Technical Assistance Program",,"Not Collected"
17251,12/31/2013 0:00:00,9064,"PORT IVORY",673,7/15/2009 0:00:00,2900,"Other","NJ Credit Union League","Not Collected"
17331,12/31/2013 0:00:00,9112,"S AND J SCHOOL EMPLOYEES",338,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
17331,12/31/2013 0:00:00,9112,"S AND J SCHOOL EMPLOYEES",339,10/2/2009 0:00:00,10000,"Community Development Financial Institutions Fund",,"Not Collected"
17358,12/31/2013 0:00:00,9130,"GOOD COUNSEL",180,3/15/2012 0:00:00,1500,"NCUA Technical Assistance Program",,"Not Collected"
17358,12/31/2013 0:00:00,9130,"GOOD COUNSEL",2191,4/3/2012 0:00:00,1783,"NCUA Technical Assistance Program","","Not Collected"
17372,12/31/2013 0:00:00,9136,"LOCKPORT SCHOOLS",3615,10/28/2013 0:00:00,2500,"New York State Credit Union Foundation","","Program Grant"
17398,12/31/2013 0:00:00,9152,"MAINE HIGHLANDS",181,6/20/2011 0:00:00,1000,"NCUA Technical Assistance Program",,"Not Collected"
17449,12/31/2013 0:00:00,9179,"WAYNE COUNTY COMMUNITY",1954,10/11/2012 0:00:00,2249,"Other","OCUF","Not Collected"
17555,12/31/2013 0:00:00,9247,"STEEL VALLEY",341,4/15/2011 0:00:00,5000,"Other","VITA Program","Not Collected"
17555,12/31/2013 0:00:00,9247,"STEEL VALLEY",3200,4/16/2012 0:00:00,5000,"Other","VITA Program","Not Collected"
17555,12/31/2013 0:00:00,9247,"STEEL VALLEY",3334,6/27/2013 0:00:00,5000,"Other","VITA Program","Not Collected"
17630,12/31/2013 0:00:00,9290,"VANTAGE POINT",3259,5/6/2013 0:00:00,3445,"Other","OSCUI","Program Grant"
17690,12/31/2013 0:00:00,9324,"CWU",3169,1/2/2013 0:00:00,5000,"National Credit Union Foundation","","Not Collected"
17797,12/31/2013 0:00:00,9391,"GROVE COMMUNITY",340,8/24/2009 0:00:00,2500,"Other","pennsylvania credit union foundation","Not Collected"
17797,12/31/2013 0:00:00,9391,"GROVE COMMUNITY",1645,6/30/2012 0:00:00,650,"Other","Pennsylvania Credit Union Ass","Not Collected"
17797,12/31/2013 0:00:00,9391,"GROVE COMMUNITY",3302,6/14/2013 0:00:00,650,"Other","Pennsylvania Credit Union Association","Not Collected"
17831,12/31/2013 0:00:00,9407,"SELF MEMORIAL HOSPITAL",3191,11/2/2012 0:00:00,21747,"National Credit Union Foundation","","Not Collected"
17955,12/31/2013 0:00:00,9469,"AUSTIN",258,2/22/2012 0:00:00,2000,"Other","Texas Credit Union Foundation","Not Collected"
17955,12/31/2013 0:00:00,9469,"AUSTIN",1872,8/1/2012 0:00:00,2000,"Other","Texas Credit Union League","Not Collected"
17955,12/31/2013 0:00:00,9469,"AUSTIN",1873,8/1/2012 0:00:00,3500,"Other","Texas Credit Union League","Not Collected"
17999,12/31/2013 0:00:00,9488,"KEARNEY",3094,10/9/2012 0:00:00,5160,"NCUA Technical Assistance Program","","Not Collected"
18022,12/31/2013 0:00:00,9496,"FINGER LAKES",476,1/1/2009 0:00:00,1,"Other","None","Not Collected"
18068,12/31/2013 0:00:00,9522,"MT. RAINIER",1957,7/25/2012 0:00:00,5000,"National Credit Union Foundation","","Program Grant"
18144,12/31/2013 0:00:00,9557,"MONTOURSVILLE AREA",675,8/19/2011 0:00:00,10000,"NCUA Technical Assistance Program",,"Not Collected"
18171,12/31/2013 0:00:00,9567,"BASHAS' ASSOCIATES",622,9/30/2009 0:00:00,2300,"Other","Arizona Credit Union League","Not Collected"
18171,12/31/2013 0:00:00,9567,"BASHAS' ASSOCIATES",623,2/15/2010 0:00:00,500,"Other","Arizona Credit Union League","Not Collected"
18171,12/31/2013 0:00:00,9567,"BASHAS' ASSOCIATES",624,9/18/2010 0:00:00,3000,"Other","Arizona Credit Union League","Not Collected"
18171,12/31/2013 0:00:00,9567,"BASHAS' ASSOCIATES",3344,6/1/2013 0:00:00,500,"Other","MOUNTAIN WEST CU ASSOCIATION","Pass Through"
18181,12/31/2013 0:00:00,9573,"UMASSFIVE COLLEGE",3428,9/13/2013 0:00:00,2000,"NCUA Technical Assistance Program","","Program Grant"
18327,12/31/2013 0:00:00,9644,"DARDEN EMPLOYEES",3450,8/27/2013 0:00:00,11795,"Other","NCUA - OSCUI","Program Grant"
18375,12/31/2013 0:00:00,9670,"STANDARD STEEL EMP",353,7/17/2009 0:00:00,4320,"NCUA Technical Assistance Program",,"Not Collected"
18375,12/31/2013 0:00:00,9670,"STANDARD STEEL EMP",354,10/28/2011 0:00:00,2500,"Other","Pa Credit Union Foundation","Not Collected"
18427,12/31/2013 0:00:00,9700,"EAST FELICIANA TEACHERS",269,7/31/2009 0:00:00,7000,"Other","GRANT APPLIED FOR","Not Collected"
18462,12/31/2013 0:00:00,9725,"T E A",279,7/19/2009 0:00:00,1922,"NCUA Technical Assistance Program",,"Not Collected"
18528,12/31/2013 0:00:00,9756,"SAINT JOHN A M E",477,3/20/1998 0:00:00,1800,"NCUA Technical Assistance Program",,"Not Collected"
18528,12/31/2013 0:00:00,9756,"SAINT JOHN A M E",478,7/25/2000 0:00:00,3500,"NCUA Technical Assistance Program",,"Not Collected"
18528,12/31/2013 0:00:00,9756,"SAINT JOHN A M E",479,2/8/2002 0:00:00,50000,"Other","CDRLP","Not Collected"
18528,12/31/2013 0:00:00,9756,"SAINT JOHN A M E",3361,1/3/2013 0:00:00,10000,"Community Development Financial Institutions Fund","","Not Collected"
18569,12/31/2013 0:00:00,9784,"NASHWAUK",3282,6/3/2013 0:00:00,500,"Other","Minnesota Credit Union Foundation","Not Collected"
18813,12/31/2013 0:00:00,9904,"WESLEY HEALTH SYSTEMS",359,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
18813,12/31/2013 0:00:00,9904,"WESLEY HEALTH SYSTEMS",2972,8/15/2012 0:00:00,2378,"National Credit Union Foundation","","Not Collected"
18814,12/31/2013 0:00:00,9905,"GARLAND COUNTY EDUCATORS",3568,10/28/2013 0:00:00,500,"Other","Cornerstone CU Foundation","Program Grant"
18847,12/31/2013 0:00:00,9916,"NEIGHBORS 1ST",358,7/21/2011 0:00:00,3000,"Other","Pennsylvania Credit Union Foundation","Not Collected"
18847,12/31/2013 0:00:00,9916,"NEIGHBORS 1ST",3199,3/22/2013 0:00:00,650,"Other","Pa Credit Union Foundation","Not Collected"
18882,12/31/2013 0:00:00,9936,"C T A F C",3662,10/1/2013 0:00:00,400,"Other","ICUL","Program Grant"
18882,12/31/2013 0:00:00,9936,"C T A F C",3663,7/1/2013 0:00:00,1400,"Other","ICUL","Program Grant"
19027,12/31/2013 0:00:00,10007,"CATTARAUGUS COUNTY EMPLOYEES",3590,8/28/2013 0:00:00,15000,"NCUA Technical Assistance Program","","Program Grant"
19047,12/31/2013 0:00:00,10019,"EMERALD CREDIT ASSOCIATION",364,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
19197,12/31/2013 0:00:00,10106,"FOSS AVENUE BAPTIST CHURCH",188,7/15/2009 0:00:00,2000,"Other","Michigan Credit Union League","Not Collected"
19197,12/31/2013 0:00:00,10106,"FOSS AVENUE BAPTIST CHURCH",189,10/2/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
19269,12/31/2013 0:00:00,10148,"OCEANSIDE CHRISTOPHER",3293,4/1/2013 0:00:00,15000,"Association of Credit Union Leagues","","Not Collected"
19393,12/31/2013 0:00:00,10231,"IBEW 116",1069,12/7/2011 0:00:00,1500,"Association of Credit Union Leagues","","Not Collected"
19393,12/31/2013 0:00:00,10231,"IBEW 116",3203,2/19/2009 0:00:00,2000,"Association of Credit Union Leagues","","Not Collected"
19433,12/31/2013 0:00:00,10257,"SOFTITE COMMUNITY",369,7/6/2006 0:00:00,3500,"NCUA Technical Assistance Program",,"Not Collected"
19448,12/31/2013 0:00:00,10267,"U. T.",3520,5/6/2013 0:00:00,4000,"Other","The Office of Small Credi Union Initiatives","Program Grant"
19567,12/31/2013 0:00:00,10343,"THE FLORIST",626,12/1/2006 0:00:00,3500,"NCUA Technical Assistance Program",,"Not Collected"
19567,12/31/2013 0:00:00,10343,"THE FLORIST",627,10/31/2011 0:00:00,2551,"Association of Credit Union Leagues",,"Not Collected"
19567,12/31/2013 0:00:00,10343,"THE FLORIST",3160,4/2/2012 0:00:00,3000,"NCUA Technical Assistance Program","","Not Collected"
19629,12/31/2013 0:00:00,10380,"W A G E",2026,8/17/2012 0:00:00,1000,"Association of Credit Union Leagues","","Not Collected"
19629,12/31/2013 0:00:00,10380,"W A G E",2027,8/17/2012 0:00:00,2000,"Association of Credit Union Leagues","","Not Collected"
19629,12/31/2013 0:00:00,10380,"W A G E",3379,6/20/2013 0:00:00,1500,"Other","Texas Credit Union Foundation","Program Grant"
19640,12/31/2013 0:00:00,10388,"ZION HILL BAPTIST CHURCH",365,3/5/2011 0:00:00,418,"Association of Credit Union Leagues",,"Not Collected"
19708,12/31/2013 0:00:00,10428,"NIU EMPLOYEES",3192,3/31/2013 0:00:00,2500,"Other","ILLINOIS CREDIT UNION LEAGUE FOUNDATION","Program Grant"
19770,12/31/2013 0:00:00,10466,"WARD",676,11/30/2007 0:00:00,2500,"NCUA Technical Assistance Program",,"Not Collected"
19770,12/31/2013 0:00:00,10466,"WARD",677,11/10/2011 0:00:00,2100,"NCUA Technical Assistance Program",,"Not Collected"
19775,12/31/2013 0:00:00,10470,"GREATER CENTENNIAL",196,10/2/2009 0:00:00,7000,"NCUA Technical Assistance Program",,"Not Collected"
19775,12/31/2013 0:00:00,10470,"GREATER CENTENNIAL",3165,11/14/2012 0:00:00,1500,"NCUA Technical Assistance Program","","Not Collected"
19845,12/31/2013 0:00:00,10514,"BLUE SPRUCE",668,11/23/2011 0:00:00,2000,"Other","Mountain West Credit Union Foundation","Not Collected"
19896,12/31/2013 0:00:00,10546,"BUTTE COMMUNITY",669,11/13/2007 0:00:00,15000,"NCUA Technical Assistance Program","","Program Grant"
19907,12/31/2013 0:00:00,10552,"BETHEX",197,12/31/2008 0:00:00,10000,"NCUA Technical Assistance Program",,"Not Collected"
19907,12/31/2013 0:00:00,10552,"BETHEX",198,4/22/2009 0:00:00,15000,"Other","E.S.D.C Minority and Women","Not Collected"
19907,12/31/2013 0:00:00,10552,"BETHEX",199,8/29/2009 0:00:00,2500,"New York State Credit Union Foundation",,"Not Collected"
19907,12/31/2013 0:00:00,10552,"BETHEX",3439,9/15/2010 0:00:00,750000,"Community Development Financial Institutions Fund","","Program Grant"
20111,12/31/2013 0:00:00,10688,"UNITED AMERICA WEST",370,7/13/2009 0:00:00,1500,"Other","Shapiro Group","Not Collected"
20111,12/31/2013 0:00:00,10688,"UNITED AMERICA WEST",371,7/29/2009 0:00:00,3494,"Other","Shapiro Group","Not Collected"
20111,12/31/2013 0:00:00,10688,"UNITED AMERICA WEST",372,8/10/2009 0:00:00,169,"US General Services Administration",,"Not Collected"
20111,12/31/2013 0:00:00,10688,"UNITED AMERICA WEST",373,8/13/2009 0:00:00,169,"Other","RMJ Foundation","Not Collected"
20187,12/31/2013 0:00:00,10745,"PRINCE KUHIO",671,8/29/2007 0:00:00,5448,"NCUA Technical Assistance Program",,"Not Collected"
20187,12/31/2013 0:00:00,10745,"PRINCE KUHIO",672,7/20/2011 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
20187,12/31/2013 0:00:00,10745,"PRINCE KUHIO",3115,11/30/2012 0:00:00,363800,"Community Development Financial Institutions Fund","","Not Collected"
20194,12/31/2013 0:00:00,10748,"MID MINNESOTA",3321,4/25/2013 0:00:00,5000,"Other","MN CU Foundation","Program Grant"
20214,12/31/2013 0:00:00,10758,"DESERT MEDICAL",3619,5/6/2013 0:00:00,2842,"Association of Credit Union Leagues","","Program Grant"
20354,12/31/2013 0:00:00,10848,"HILL DISTRICT",382,1/1/2010 0:00:00,52000,"Other","NPP COMMUNITY PARTNERSHIP","Not Collected"
20377,12/31/2013 0:00:00,10863,"PEOPLES-NEIGHBORHOOD",3566,9/1/2013 0:00:00,9040,"National Credit Union Foundation","","Program Grant"
20415,12/31/2013 0:00:00,10888,"PINEY HILLS FEDERAL",352,8/15/2012 0:00:00,1583700,"NCUA Technical Assistance Program","","Not Collected"
20495,12/31/2013 0:00:00,10944,"TRANSFIGURATION MANHATTAN",212,9/30/2008 0:00:00,12068,"NCUA Technical Assistance Program","","Program Grant"
20557,12/31/2013 0:00:00,10988,"CRAFTMASTER",678,7/30/2010 0:00:00,1700,"NCUA Technical Assistance Program",,"Not Collected"
20557,12/31/2013 0:00:00,10988,"CRAFTMASTER",679,11/2/2010 0:00:00,6500,"NCUA Technical Assistance Program",,"Not Collected"
20557,12/31/2013 0:00:00,10988,"CRAFTMASTER",680,1/25/2012 0:00:00,5280,"NCUA Technical Assistance Program",,"Not Collected"
20707,12/31/2013 0:00:00,11100,"FIRST RELIANCE",405,10/1/2010 0:00:00,800,"Other","GEORGIA CREDIT UNION FOUNDATION","Not Collected"
